SDS 2.3	Multicomponent	1.0
Well	Time	Temp	Cycle	Step	Repeat	FAM	ROX	BKGND - A1	mse/chan
1	5444	60.0	1	1	17	4438.717	2279.7354	780.5531	64.78022
1	5509	95.0	1	0	18	2139.0615	1741.4523	1010.03064	66.96393
1	5589	60.1	1	1	18	4408.9126	2288.3474	787.30206	64.62241
1	5606	60.0	1	1	18	4402.672	2244.8066	800.567	65.97965
1	5623	60.0	1	1	18	4440.38	2286.1196	791.878	69.72406
1	5640	60.0	1	1	18	4453.4336	2298.5054	774.98267	73.58311
1	5658	60.0	1	1	18	4451.7173	2289.4065	772.46313	70.26884
1	5675	60.0	1	1	18	4422.0312	2270.9722	793.29565	69.02904
1	5692	60.0	1	1	18	4422.0444	2274.5022	789.081	66.692406
1	5757	95.0	1	0	19	2134.0105	1731.1586	1012.9966	62.60055
1	5837	60.1	1	1	19	4426.927	2281.398	777.691	64.811874
1	5854	60.0	1	1	19	4443.6084	2285.6943	775.9169	70.11725
1	5871	60.0	1	1	19	4445.4604	2288.3472	793.0001	66.83845
1	5889	60.0	1	1	19	4414.458	2275.4036	797.0735	67.70553
1	5906	60.0	1	1	19	4405.7773	2273.4077	798.2737	66.49262
1	5923	60.0	1	1	19	4429.429	2275.8433	788.70044	65.90092
1	5940	60.0	1	1	19	4374.521	2273.0298	791.36707	68.97918
1	6005	95.1	1	0	20	2141.491	1736.5254	1009.4469	72.3973
1	6085	60.0	1	1	20	4406.551	2283.095	793.1834	72.12449
1	6102	60.0	1	1	20	4445.031	2298.1594	777.8513	63.910896
1	6119	60.0	1	1	20	4430.083	2257.6323	794.25824	66.84278
1	6137	60.0	1	1	20	4374.873	2240.2412	781.8642	68.53866
1	6154	60.0	1	1	20	4409.3643	2269.6553	783.7833	60.32938
1	6171	60.0	1	1	20	4404.7373	2266.4617	783.7932	66.58982
1	6188	60.0	1	1	20	4445.696	2290.0757	786.3528	70.84555
1	6253	95.1	1	0	21	2102.5793	1709.9395	1012.04736	67.82898
1	6331	60.1	1	1	21	4356.68	2241.5789	813.6102	68.22188
1	6348	60.0	1	1	21	4406.886	2260.9146	792.64734	66.86836
1	6366	60.0	1	1	21	4440.32	2273.915	783.3873	66.8272
1	6383	60.0	1	1	21	4378.9434	2249.2383	803.2118	58.054306
1	6400	60.0	1	1	21	4432.791	2278.4524	785.6024	73.38551
1	6417	60.0	1	1	21	4422.294	2288.1025	773.23517	69.076065
1	6435	60.0	1	1	21	4439.5264	2287.2417	782.0863	65.974335
1	6497	95.0	1	0	22	2146.753	1734.4473	1005.83716	63.769714
1	6577	60.1	1	1	22	4403.742	2270.0117	779.9181	67.03811
1	6594	60.0	1	1	22	4431.858	2273.2698	797.62866	66.70982
1	6612	60.0	1	1	22	4437.35	2276.3774	776.7727	73.56372
1	6629	60.0	1	1	22	4399.383	2268.751	807.3402	69.10517
1	6646	60.0	1	1	22	4407.6255	2269.1475	779.8602	65.41954
1	6663	60.0	1	1	22	4390.6045	2286.2603	791.5083	68.69886
1	6681	60.0	1	1	22	4405.3584	2263.825	802.2245	66.29874
1	6743	95.1	1	0	23	2133.3047	1727.0118	1006.2881	68.57243
1	6823	60.1	1	1	23	4400.3135	2262.4673	770.2103	72.56508
1	6840	60.0	1	1	23	4434.4697	2289.7212	781.1979	65.085556
1	6858	60.0	1	1	23	4434.584	2270.8052	794.1356	67.4829
1	6875	60.0	1	1	23	4423.5396	2278.1023	768.65393	70.83221
1	6892	60.0	1	1	23	4358.258	2248.5532	806.98035	64.09716
1	6909	60.0	1	1	23	4437.4062	2300.779	747.1669	71.78715
1	6927	60.0	1	1	23	4372.337	2250.2163	782.4895	68.51415
1	6989	95.0	1	0	24	2136.7937	1729.5923	1000.5668	65.38515
1	7069	60.1	1	1	24	4370.058	2246.6309	781.03906	70.34571
1	7087	60.0	1	1	24	4357.8037	2246.7466	806.3157	63.551556
1	7104	60.0	1	1	24	4418.4595	2280.4404	786.57874	70.59955
1	7121	60.0	1	1	24	4375.7695	2263.6904	784.6193	67.29236
1	7138	60.0	1	1	24	4383.066	2244.1855	790.57996	65.26381
1	7156	60.0	1	1	24	4360.454	2222.0903	812.859	74.94619
1	7173	60.0	1	1	24	4381.1797	2247.728	795.8567	65.707146
1	7237	95.0	1	0	25	2100.1462	1687.2504	1013.14984	64.72626
1	7317	60.1	1	1	25	4368.521	2252.1592	790.92505	62.383904
1	7335	60.0	1	1	25	4384.59	2245.332	794.3031	69.71455
1	7352	60.0	1	1	25	4412.271	2272.167	773.8646	66.086716
1	7369	60.0	1	1	25	4402.168	2274.2727	772.9049	72.18849
1	7386	60.0	1	1	25	4370.0723	2236.4917	796.8264	63.48883
1	7404	60.0	1	1	25	4356.8906	2224.5493	798.1314	63.349045
1	7421	60.0	1	1	25	4351.4434	2226.6172	797.8568	64.6335
1	7483	95.0	1	0	26	2098.285	1704.9675	1015.7701	64.37243
1	7564	60.1	1	1	26	4365.3022	2234.0222	781.1514	64.91234
1	7581	60.0	1	1	26	4387.7676	2257.9048	789.5348	66.9169
1	7598	60.0	1	1	26	4376.1885	2267.2954	784.364	68.1626
1	7615	60.0	1	1	26	4370.6143	2248.2651	792.1122	68.72984
1	7633	60.0	1	1	26	4380.1772	2268.8032	782.33997	66.676125
1	7650	60.0	1	1	26	4365.303	2244.674	781.1731	70.6931
1	7667	60.0	1	1	26	4385.1064	2235.65	789.57837	65.06632
1	7729	95.0	1	0	27	2129.3906	1706.8381	994.97394	71.381966
1	7810	60.1	1	1	27	4331.9233	2218.0654	815.74194	67.6694
1	7827	60.0	1	1	27	4414.454	2273.2139	772.15466	66.69726
1	7844	60.0	1	1	27	4399.6743	2261.4207	785.55554	73.00471
1	7861	60.0	1	1	27	4338.998	2236.2854	796.248	69.63618
1	7879	60.0	1	1	27	4377.7773	2234.5552	800.0679	67.60359
1	7896	60.0	1	1	27	4376.3223	2249.7646	786.575	69.23227
1	7913	60.0	1	1	27	4383.297	2253.643	778.28564	65.02319
1	7978	95.0	1	0	28	2116.168	1700.6373	1016.4071	68.4587
1	8058	60.0	1	1	28	4369.552	2244.9385	794.3307	75.77578
1	8075	60.0	1	1	28	4384.9404	2262.352	775.3119	67.21725
1	8092	60.0	1	1	28	4380.7812	2250.8364	792.51276	68.374886
1	8109	60.0	1	1	28	4431.2656	2277.0635	771.11646	66.92827
1	8127	60.0	1	1	28	4366.4316	2221.2302	816.2169	66.26683
1	8144	60.0	1	1	28	4383.6436	2251.4043	787.0872	68.81944
1	8161	60.0	1	1	28	4390.829	2245.5693	785.75726	64.47239
1	8224	95.1	1	0	29	2092.6333	1673.4557	1021.7341	68.65397
1	8304	60.0	1	1	29	4345.7207	2208.9065	809.31134	64.62227
1	8321	60.0	1	1	29	4396.4893	2229.3516	795.7972	63.78392
1	8338	60.0	1	1	29	4368.5063	2215.821	801.1373	73.07401
1	8356	60.0	1	1	29	4389.4795	2245.2432	796.6173	70.71408
1	8373	60.0	1	1	29	4355.1543	2209.399	824.86304	71.560684
1	8390	60.0	1	1	29	4406.8647	2229.1375	787.83856	62.518433
1	8407	60.0	1	1	29	4378.921	2230.5688	801.32697	62.98454
1	8472	95.0	1	0	30	2129.2842	1697.9294	1008.90265	64.54148
1	8552	60.0	1	1	30	4431.8604	2239.5667	784.17847	65.60672
1	8569	60.0	1	1	30	4437.723	2237.6528	795.3184	62.9547
1	8586	60.0	1	1	30	4482.69	2248.199	785.1357	69.881454
1	8604	60.0	1	1	30	4436.1836	2246.132	786.3214	62.211372
1	8621	60.0	1	1	30	4473.128	2249.054	783.501	70.15378
1	8638	60.0	1	1	30	4402.8037	2228.7988	787.30005	65.11392
1	8655	60.0	1	1	30	4450.0425	2249.907	774.3999	68.168365
1	8718	95.0	1	0	31	2163.556	1693.8601	1004.40515	61.30779
1	8798	60.0	1	1	31	4494.5244	2243.8389	784.33997	65.37824
1	8815	60.0	1	1	31	4496.7437	2260.539	775.01935	63.458405
1	8832	60.0	1	1	31	4530.669	2257.879	785.88684	64.01458
1	8850	60.0	1	1	31	4500.1914	2234.3557	784.55505	72.88986
1	8867	60.0	1	1	31	4502.7188	2223.7236	784.0293	66.539246
1	8884	60.0	1	1	31	4497.4136	2237.7876	768.78357	66.82091
1	8901	60.0	1	1	31	4511.467	2247.746	779.32275	69.83272
1	8964	95.0	1	0	32	2168.5925	1660.531	1033.6984	66.71465
1	9044	60.0	1	1	32	4567.974	2207.9473	784.25977	67.70097
1	9061	60.0	1	1	32	4685.6772	2277.3557	757.1416	69.78311
1	9079	60.0	1	1	32	4652.891	2242.1958	778.5126	67.040375
1	9096	60.0	1	1	32	4609.4375	2217.3184	790.0222	66.04044
1	9113	60.0	1	1	32	4632.7456	2244.0078	775.66797	72.61699
1	9130	60.0	1	1	32	4645.7637	2244.4084	765.5377	66.586525
1	9148	60.0	1	1	32	4632.6045	2242.863	790.98535	70.491356
1	9212	95.0	1	0	33	2272.7676	1672.0813	1016.6483	64.2382
1	9292	60.1	1	1	33	4881.4004	2257.2888	753.6394	66.825806
1	9309	60.0	1	1	33	4909.6416	2258.5132	764.95557	66.279144
1	9327	60.0	1	1	33	4923.4844	2268.5884	769.5089	69.72774
1	9344	60.0	1	1	33	4909.589	2255.2249	754.0065	69.93604
1	9361	60.0	1	1	33	4872.5615	2214.451	778.09204	66.382454
1	9378	60.0	1	1	33	4834.7153	2213.314	767.6254	67.74968
1	9396	60.0	1	1	33	4855.387	2213.2034	772.41895	68.6694
1	9458	95.1	1	0	34	2446.8105	1678.4819	1013.4431	62.024117
1	9538	60.1	1	1	34	5209.4307	2218.825	758.96643	63.315712
1	9555	60.0	1	1	34	5259.5947	2219.6787	758.38824	67.921936
1	9573	60.0	1	1	34	5320.717	2248.0483	756.4337	69.11088
1	9590	60.0	1	1	34	5315.1074	2262.623	737.9566	71.59727
1	9607	60.0	1	1	34	5284.832	2241.6882	754.32886	75.34674
1	9624	60.0	1	1	34	5297.9907	2238.6917	757.96674	68.84301
1	9642	60.0	1	1	34	5346.9766	2265.074	731.29004	66.85035
1	9704	95.0	1	0	35	2805.873	1711.9794	983.19324	71.20805
1	9784	60.1	1	1	35	5854.1836	2253.4302	715.5212	68.558556
1	9802	60.0	1	1	35	5923.5063	2267.4985	701.9297	69.24487
1	9819	60.0	1	1	35	5908.1772	2244.7664	741.32404	72.75343
1	9836	60.0	1	1	35	5937.0757	2255.1675	717.31714	76.18749
1	9853	60.0	1	1	35	5898.0903	2234.4941	747.6232	66.89853
1	9871	60.0	1	1	35	5953.2993	2261.4656	725.9269	67.092125
1	9888	60.0	1	1	35	5948.194	2251.785	709.74536	71.72427
1	9950	95.1	1	0	36	3226.1501	1705.4388	971.9188	75.781166
1	10030	60.0	1	1	36	6536.856	2234.062	710.5142	69.565315
1	10048	60.0	1	1	36	6646.6606	2264.6548	693.8543	66.46258
1	10065	60.0	1	1	36	6698.925	2260.7163	686.94916	74.13594
1	10082	60.0	1	1	36	6594.082	2215.3066	730.22504	71.75035
1	10099	60.0	1	1	36	6678.836	2259.8242	697.53455	63.644444
1	10117	60.0	1	1	36	6710.7124	2268.8965	689.12274	70.39239
1	10134	60.0	1	1	36	6613.003	2224.2275	710.91846	73.45621
1	10196	95.1	1	0	37	3732.9912	1700.7333	951.43115	80.22373
1	10277	60.0	1	1	37	7327.6343	2253.227	661.08655	70.70788
1	10294	60.0	1	1	37	7378.994	2259.7266	663.51984	68.682495
1	10311	60.0	1	1	37	7426.6904	2260.872	662.11774	74.3343
1	10328	60.0	1	1	37	7430.1904	2261.6287	657.061	71.61791
1	10346	60.0	1	1	37	7439.175	2256.8264	661.0661	78.84632
1	10363	60.0	1	1	37	7446.479	2270.8164	662.6697	79.06319
1	10380	60.0	1	1	37	7473.4507	2290.9219	635.4305	84.849464
1	10443	95.1	1	0	38	4325.002	1722.5295	939.72974	94.560394
1	10523	60.1	1	1	38	8043.591	2265.7246	644.7051	78.504295
1	10540	60.0	1	1	38	8133.917	2275.5042	634.3245	75.48363
1	10557	60.0	1	1	38	8179.0913	2291.754	626.0034	77.5913
1	10574	60.0	1	1	38	8147.268	2275.4983	625.99915	78.99602
1	10592	60.0	1	1	38	8188.5894	2286.5503	626.91956	80.019905
1	10609	60.0	1	1	38	8134.1064	2255.8792	643.58075	77.774376
1	10626	60.0	1	1	38	8167.6523	2272.099	608.8665	79.91511
1	10691	95.0	1	0	39	4743.819	1680.8325	972.9892	96.46143
1	10769	60.1	1	1	39	8575.63	2238.1177	630.7245	73.20357
1	10786	60.0	1	1	39	8745.255	2277.7417	624.80176	71.20632
